nodo,pagerank,in_degree,out_degree,hits_hub,hits_authority,betweenness,closeness
35353,0.0003082863957328129,6,6,9.499743711458653e-09,1.2117178283316302e-07,1.5022526278154095e-07,0.0032016008004002
35604,8.64439217488278e-05,0,1,-7.324046864383408e-22,-2.787768868218391e-19,0.0,0.0
35785,8.64439217488278e-05,0,0,-0.0,-5.1062203706085436e-20,0.0,0.0
35930,8.64439217488278e-05,0,0,-0.0,1.2033837595201293e-20,0.0,0.0
36090,8.64439217488278e-05,0,3,4.757242770471728e-09,-4.419226381035341e-19,0.0,0.0
36219,0.0006771637199176709,20,16,2.6716919224718022e-12,9.712849610892484e-13,7.291152863939257e-08,0.010027741143298923
36254,0.0005655329110460844,4,4,-1.2988974413777319e-20,-6.583395457114929e-20,1.3353356691692525e-06,0.003762297815574454
36435,8.64439217488278e-05,0,2,1.404412406355818e-07,-1.9321212786957802e-20,0.0,0.0
36633,0.0002390173475094051,42,57,0.007038732470397572,0.005565401386594819,6.387083697668818e-06,0.06665078965834689
36829,0.0006729325536913809,5,4,-4.1223837441869114e-20,-3.3124305956833055e-19,0.0,0.0025012506253126563
37014,0.0004200171832884713,13,14,1.0819237568353532e-06,2.5119383232686556e-07,1.5523277154092564e-05,0.0065032516258129065
37501,0.00021679190899063984,4,5,1.06181464886515e-06,2.044751055651037e-07,0.0004391082025689321,0.14582125950310043
37622,0.00011132877902890042,3,23,2.1712798796294325e-07,8.314031261059217e-08,3.755631569538523e-07,0.018392174810809656
37707,0.00035732604313296014,25,28,1.3000299454604659e-06,6.290862386730645e-07,1.926969577461491e-05,0.021792408809446738
37746,0.0001497054547999627,6,8,1.0945885029926693e-06,1.2683464428468054e-07,7.594721618400124e-06,0.0035606038313274286
38023,8.64439217488278e-05,0,5,1.467016451923876e-09,5.605388897722758e-19,0.0,0.0
38032,0.0001108843627830062,1,9,1.0868307900823613e-06,2.0964386089398536e-08,6.721890251374293e-06,0.08513130459536868
38276,0.0004340669626572217,1,1,-3.894357220183514e-22,6.406553696228491e-19,2.503754379692349e-07,0.0025012506253126563
38299,9.839186555874393e-05,1,7,1.7661611076068722e-09,3.404960615404532e-11,0.0,0.0005002501250625312
38342,0.000859336853506707,15,20,1.2654173231016423e-06,3.176981490849658e-07,0.00040235332881656045,0.12463686600065765
38783,0.00017125213074137947,7,14,1.0940153924141129e-06,1.0760332431833375e-07,2.8066830500720876e-05,0.09089330959219773
38886,0.00034517648952893506,1,2,3.782275690031454e-21,-7.901766975811419e-20,0.0,0.0007503751875937969
38908,0.000122278161344303,1,1,9.583400261728597e-08,1.8485848837409728e-09,0.0,0.08527636532113608
38956,0.00023631675155485617,1,1,7.760113379586292e-22,-2.4407508522028054e-19,0.0,0.008841021818098592
39075,0.00014097044986105398,1,4,7.185862791481271e-14,1.3845006126299293e-15,0.0,0.004698001174500293
39140,0.00020482820496277196,1,14,1.3427101536351163e-06,2.3838525895991058e-08,2.597908030910017e-05,0.1207476023680169
39168,0.00029660209381547414,10,12,1.0689013796007408e-06,2.060722032704954e-07,0.0,0.0050025012506253125
39193,0.00014615554226950997,2,11,1.071592369041269e-06,4.133029140850091e-08,2.8628642935796515e-05,0.004517883941970986
39249,8.64439217488278e-05,0,10,2.0056586599813546e-07,-2.4210189173141202e-21,0.0,0.0
39525,0.00023895464432438954,42,56,0.00692704254868468,0.005567554643077566,2.384057350136882e-06,0.06665078965834689
39553,8.64439217488278e-05,0,0,-0.0,-2.6322518869611936e-19,0.0,0.0
39585,0.00017642349019111571,3,5,1.4078832918470247e-07,8.14272347607926e-09,0.0,0.0015007503751875938
39867,0.0014357471562876415,20,9,3.946043346984123e-08,6.500224422230424e-07,0.005488634330573105,0.17818368001945434
40043,0.0001299938008583245,2,9,1.10010282908139e-06,4.245797991774544e-08,0.00030645953607434347,0.10031910248856889
40313,8.64439217488278e-05,0,0,-0.0,-2.216396725525686e-19,0.0,0.0
40373,0.0005751844483676222,4,1,4.641060157158767e-21,8.868035649228419e-20,0.0,0.002001000500250125
40494,0.0003906258424790746,8,10,8.737341572534457e-10,1.2375832876013932e-10,0.0,0.00416875104218776
40499,9.40584001882988e-05,2,21,2.6943457686030186e-12,1.0388773361692122e-13,0.0,0.0010005002501250625
40534,0.0004200171832884713,13,14,1.0819237568353532e-06,2.511938323268569e-07,1.5523277154092564e-05,0.0065032516258129065
40604,8.64439217488278e-05,0,3,1.036925515119116e-06,2.1509249606653397e-19,0.0,0.0
40610,0.0001080237732676168,1,0,-0.0,2.5859460521602142e-08,0.0,0.10124060279769613
40744,0.00023888969573063247,42,55,0.006806502955884767,0.005569878511298115,2.635530925991946e-08,0.06665078965834689
40804,0.0001148535537689555,5,17,-7.648181849755359e-19,-4.669539185246958e-19,0.0,0.0025012506253126563
41117,0.0006120754044222832,18,15,6.336762412893994e-10,2.365635743498945e-10,0.0,0.11494225140437316
41235,0.0011489414704639333,2,19,5.317753549577377e-07,2.0025901023769887e-08,0.0009202560199808337,0.17142905775792672
41250,9.872264512416427e-05,1,9,1.1004047495485197e-06,2.1208749295839268e-08,0.0,0.0862165894018561
41284,0.0006440497201810417,12,12,0.00013299259408855238,3.2755036992191436e-05,0.0,0.07436234214184854
41332,8.64439217488278e-05,0,2,5.774034496320191e-22,2.131294525626152e-19,0.0,0.0
41366,0.0002989967491574572,10,7,1.873492097347029e-08,2.12060835228276e-07,3.129692974615436e-08,0.0050025012506253125
42166,0.00017642349019111571,3,5,1.4078832918470777e-07,8.142723475707214e-09,0.0,0.0015007503751875938
42229,0.00027114473391814616,20,24,1.045904408416472e-08,3.80848387560909e-09,0.00013029280889234311,0.11506558000030058
42285,0.00028666583280490904,9,10,1.1538408804053249e-06,2.0027603068586186e-07,0.0,0.004502251125562781
42438,0.0007979216370339455,16,10,8.19349244145721e-13,6.380031043018758e-12,5.007508759384698e-08,0.008031793674615085
42761,0.00045613676069346557,4,7,1.1058901981675678e-06,1.2320633080959558e-07,0.0005605325693472518,0.10577537606340158
42887,0.0004953861326670097,5,5,1.5502348813003066e-11,2.7239111764378456e-10,0.0,0.0025012506253126563
42894,0.000575184448367622,6,6,-1.5332218328939278e-20,2.9386852579840886e-19,0.0,0.0030015007503751876
43111,0.00040610723783558375,12,16,1.3413363175322942e-06,2.876305639742634e-07,0.0007151120163508578,0.12105915883276262
43323,0.00013486030860809477,2,10,1.15060662320732e-06,4.2444690702895535e-08,1.5606506860263823e-06,0.0022868577145715714
43350,0.00023631675155485617,1,1,7.760113379586292e-22,2.5086234969602717e-19,0.0,0.008841021818098592
43370,0.0012471910848543615,19,8,5.7327676547651224e-12,2.034809806863263e-08,0.0027401087931353063,0.08516027724582656
43397,0.0007437615478240431,21,16,3.20306894276853e-09,1.219020749988086e-09,8.960322450400822e-08,0.013488628372157094
43592,8.64439217488278e-05,0,1,2.8556852472494236e-10,5.738094779767326e-19,0.0,0.0
43902,0.0005715758295091185,10,5,1.0404825635725485e-06,1.5171089428619058e-10,0.0020180260300320333,0.0050025012506253125
44144,0.0008591989846333264,16,11,3.882103170864833e-20,-3.67933538283563e-19,3.7556315695385234e-06,0.008031793674615085
44207,0.0004961168001874349,4,4,1.9812765676840774e-17,1.2820840653963838e-18,6.760136825169342e-06,0.002001000500250125
44508,0.00012413086465795523,1,1,1.5754341612774466e-09,3.1767347838990916e-10,2.6350047691720768e-05,0.09442614388955484
44606,8.64439217488278e-05,0,1,1.0352418435840192e-06,3.998202676759855e-19,0.0,0.0
44707,0.0003395210117307899,49,59,0.009118980623884417,0.00839418277051239,8.800776813881526e-06,0.08396016596823186
44867,0.0003377412398305952,15,18,1.328426935836028e-06,3.915378621852571e-07,0.001123889522909295,0.11725833238393643
45585,0.00025215729181272105,11,14,1.6219593254683684e-07,5.502280643978458e-08,2.5037543796923483e-07,0.005502751375687844
45760,0.000575184448367622,6,6,-9.6131290351081e-21,-1.08642269535098e-19,0.0,0.0030015007503751876
45905,0.001206643637758831,5,5,-1.5030012047204479e-21,-1.5917500435033455e-19,4.006007007507758e-06,0.003335000833750208
45925,0.0006461361139677649,14,9,1.7779101807446994e-09,2.059393322217144e-08,2.324914781142895e-07,0.007003501750875438
45966,0.00023895464432438954,42,56,0.006927390488122717,0.00556754793519525,3.0669265505982117e-06,0.06665078965834689
46330,0.0002508763910961469,24,34,0.004423422187107615,0.002207211792979858,2.198861709262071e-06,0.08368872284525765
46399,0.00033088154893655354,47,61,0.0092381967280658,0.008127450330929348,2.6740394254669826e-05,0.08394138923425708
46748,0.00023631675155485617,1,1,7.760113379586292e-22,6.995267649137086e-19,0.0,0.008841021818098592
46955,0.0001411271685456868,2,0,-0.0,2.015906035387369e-08,0.0,0.0011255627813906953
47006,0.0010252874856835224,5,5,1.0560597073393853e-06,6.39119343654078e-08,3.128575081333329e-05,0.1391193187401707
47161,0.0009608768590342343,16,7,-5.968664552897141e-20,-2.330707093862901e-19,0.0,0.0080040020010005
47178,0.000575184448367622,1,1,-1.081006463403232e-22,-1.4050481127843129e-18,0.0,0.0005002501250625312
47258,0.0014534924081136438,20,17,-8.530270560775468e-19,-1.8259963675809556e-18,1.4727966939366757e-08,0.017052004263001068
47267,0.0005954221024730502,19,7,1.4277888239273748e-08,5.934500753543736e-09,0.0,0.1446133392259605
47649,8.64439217488278e-05,0,0,-0.0,-9.500309841857359e-20,0.0,0.0
47673,8.64439217488278e-05,0,0,-0.0,-1.81796922001784e-19,0.0,0.0
48435,8.990854463876144e-05,2,54,3.2739653617521106e-06,1.2584151704595656e-07,0.0,0.0037711163273944663
48480,0.0005751844483676223,29,29,1.3276054667172645e-18,2.585895051992939e-18,0.0,0.014507253626813406
48490,0.0005751844483676223,29,29,1.317678435725763e-18,3.2845617337668238e-18,0.0,0.014507253626813406
48533,0.0010130770437692747,9,1,2.5044296635972224e-21,1.8474651010585757e-07,0.000978287910463676,0.1496885032745685
48641,0.0001791431585225295,23,47,0.005738946160331523,0.0026133093858325923,0.0009221366071724562,0.08358622023404531
48698,0.00029660209381547414,10,12,1.0689013796007586e-06,2.0607220326925408e-07,0.0,0.0050025012506253125
48907,0.0005190554807688307,60,43,3.1772168201622613e-06,3.723128043676854e-06,1.0361102162867185e-05,0.11023316357150677
48972,0.00013793135034216076,2,0,-0.0,1.7734638688903563e-08,0.0,0.13545558583651401
48974,0.000315043237635594,24,29,1.2966569023202578e-06,5.99997865022794e-07,1.1781194038989604e-05,0.018009004502251125
49068,0.0001148535537689555,5,17,-7.779721331296154e-19,-4.199155324314637e-19,0.0,0.0025012506253126563
49102,0.0006865806134915246,14,11,2.9720997578132656e-09,2.0832733375362657e-08,0.0,0.11263133442189963
49548,0.00023631675155485617,1,1,7.760113379586292e-22,1.414614386049517e-20,0.0,0.008841021818098592
49816,0.0004200171832884713,13,14,1.081923756835363e-06,2.511938323261755e-07,1.5523277154092564e-05,0.0065032516258129065
50050,0.0003906258424790746,8,10,8.737341572650896e-10,1.2375832794063326e-10,0.0,0.00416875104218776
50320,0.0013846188245073563,6,4,0.0005495945473881512,8.541387944250624e-05,0.0006572541041164187,0.10958946626597972
50459,9.759344874384124e-05,1,13,5.700938852946852e-08,1.064407580532284e-09,0.0,0.07916143034081631
50528,0.0005026413919559361,19,16,1.3673219295802214e-06,4.6074647102188257e-07,0.00020500509170855578,0.14239147267108518
50530,0.00045125586669925817,28,26,1.3017340911263126e-06,6.909370872897249e-07,1.7685522122523227e-05,0.022356005589001398
50769,0.000295344773963423,12,18,1.2471143918343557e-06,2.7644400870625823e-07,8.919618686312338e-05,0.11667513893720252
50785,0.00046279204132204893,4,2,7.205335110175641e-14,9.696768606765656e-15,0.0,0.00805371629914336
50878,0.00011201473788264109,2,16,1.372004261753872e-06,2.6554923185495547e-08,1.6717843213550405e-05,0.11584688949412979
50957,0.0002837453167978291,11,18,-8.789717919640816e-19,-4.735688699612206e-19,1.069193753771337e-06,0.015532518734614835
51025,0.0007445587970171467,14,10,-3.564916586266244e-21,6.286044322134016e-20,0.0,0.006571467551957797
51076,0.0005199137059365697,60,47,3.2416071412100154e-06,3.7218866704708267e-06,0.001192863705303851,0.11023316357150677
51364,0.0004181748366560489,13,13,4.63982572872506e-08,2.7115760310194146e-07,0.0,0.0065032516258129065
51628,0.00039965984097574566,70,59,0.009087676566710747,0.01059736937991363,6.873142085968254e-05,0.0841578300360943
51641,0.00012318366306076468,1,1,2.8633972730642773e-10,5.521821761105301e-12,0.0,0.0005002501250625312
51922,8.64439217488278e-05,0,2,5.3623531898215496e-09,2.559727431347249e-20,0.0,0.0
52022,0.0037817837398774435,45,13,2.631217408146226e-07,1.4757186462071915e-06,0.0030559938659103832,0.2386166064596189
52223,0.0004020889937499096,71,61,0.009178705351929124,0.01068553200889438,0.0002099910089035313,0.08416726582822749
52414,0.0007131303109055159,21,16,2.508197377905133e-12,1.247806790941684e-11,8.960322450400822e-08,0.010505252626313157
52680,0.00023950741851524362,9,15,1.3452525766622756e-06,2.3354722858771688e-07,3.8808192885231406e-07,0.10137580606643633
52872,0.00021066245642299987,1,3,1.0371013653778821e-06,-1.8742626269160558e-19,0.0002018026030032033,0.0005002501250625312
53021,0.0006319589963033351,19,15,2.3333137713366267e-12,1.239491831863929e-11,1.6691695864615657e-08,0.0095917523979381
53055,0.0005220820663071321,16,15,1.7753433233834595e-08,5.478042640097577e-09,0.0,0.0972897672267964
53085,0.0008457226151879324,16,9,2.8308841614402944e-20,-2.181870289330106e-19,0.0,0.008031793674615085
53433,0.00035644199759129677,25,30,1.3191805188817489e-06,6.294556428028705e-07,0.00020998066687578104,0.021792408809446738
53537,0.0002510517630425885,11,13,1.4874421548118728e-07,5.528214046626796e-08,0.0,0.005502751375687844
53590,8.64439217488278e-05,0,0,-0.0,1.0404813381874837e-19,0.0,0.0
53608,0.000569721202977994,72,59,0.009086491533357144,0.010680772294809541,0.01191604066502965,0.09566558479953625
53671,0.000575184448367622,1,1,-4.6182855988980885e-21,-7.808957971260669e-19,0.0,0.0005002501250625312
54347,0.00010481379240479624,2,0,-0.0,4.226327863965768e-08,0.0,0.0010005002501250625
54445,0.00023631675155485617,1,1,7.760113379586292e-22,-5.220204018984179e-19,0.0,0.008841021818098592
54498,0.0005751844483676223,29,29,1.3185342747002736e-18,3.2243275935726448e-18,0.0,0.014507253626813406
54804,8.64439217488278e-05,0,2,7.217210222850512e-14,4.493721698855939e-19,0.0,0.0
55141,0.0004744062794793272,3,4,1.4401754334594876e-20,3.3808585566036233e-19,0.0,0.0016008004002001
55236,0.0001258079302973316,4,7,1.0885640413147212e-06,8.439269438747567e-08,3.505256131569288e-06,0.002001000500250125
55341,0.0008457226151879324,16,9,1.5684075310603798e-20,6.703468730158646e-19,0.0,0.008031793674615085
55443,0.0001148535537689555,5,17,-7.655548035530321e-19,-4.1511053678116677e-19,0.0,0.0025012506253126563
55788,0.0009316301472309836,15,1,3.5623469744549017e-16,9.780355307302649e-15,0.0,0.008419794312740786
55950,8.64439217488278e-05,0,0,-0.0,-2.1357378241261462e-20,0.0,0.0
56088,8.956450695085687e-05,2,2,9.082026762485003e-10,4.1487875642087766e-07,2.4067682897097603e-06,0.1108844673444551
56121,0.0008846065892076049,3,2,4.405470263079149e-21,1.8900718584627567e-19,1.0015017518769395e-06,0.0015007503751875938
56212,0.0002886926783389453,1,4,7.181807834998432e-14,9.605168779667789e-18,0.0,0.006294409340592626
56495,0.0006440497201810416,12,12,0.00013299259408855238,3.2755036992190866e-05,0.0,0.07436234214184854
56602,0.0002979784013122013,6,6,1.181065943202549e-05,1.3160503397703072e-06,0.0,0.0661107744537174
56738,0.0008325490305210125,16,8,7.1628983395216326e-09,7.155131714517357e-08,3.566954350221651e-05,0.13955899682505318
56742,0.0006120754044222832,18,15,6.336762412895819e-10,2.3656357433703843e-10,0.0,0.11494225140437316
56766,8.64439217488278e-05,0,0,-0.0,-2.470131829141929e-19,0.0,0.0
56813,0.0008182289707275251,8,1,-3.894357220183514e-22,-1.3720848066197106e-19,8.763140328923221e-07,0.00416875104218776
56946,0.00024552558713228834,23,39,0.004859191077902189,0.0021586764079961356,0.00030973721414214193,0.08367939403878732
57149,0.00039459802909149475,4,3,1.039922127663898e-06,2.015265463646596e-08,0.0006046566826957023,0.09700062591057773
57251,0.000575184448367622,6,6,-3.654037522703602e-21,-5.280444751817739e-19,0.0,0.0030015007503751876
57436,0.0007116950986026211,67,7,1.2779379355802203e-06,3.9324201581647525e-06,0.00016366756584804004,0.12691256871039072
57507,0.00015959302664928806,11,24,1.048200108326132e-08,2.1927650976542996e-09,3.414083002897018e-07,0.09701316153036457
57607,0.00015034114736315436,1,2,2.204958323757349e-09,4.2509124395796535e-11,0.0,0.0005002501250625312
57721,8.64439217488278e-05,0,2,1.6203451290196106e-06,-6.524475676207586e-20,0.0,0.0
57746,0.00031499167318378837,24,30,1.3101210572870438e-06,5.999977227370418e-07,0.0002007812663140327,0.018009004502251125
57920,9.650043448797583e-05,1,10,1.0927625998726063e-06,2.1108295555900458e-08,2.1281912227384966e-06,0.0005002501250625312
57936,0.0005180249673741366,60,39,3.0562655180352115e-06,3.7254598491917514e-06,3.224820718597815e-05,0.11023316357150677
57937,0.0006748689080474307,7,4,7.337296028166927e-21,-1.4261468913607341e-19,0.0,0.0038480778850963943
58167,8.64439217488278e-05,0,5,-1.1991812659607393e-20,-1.9940452573239553e-19,0.0,0.0
58309,0.00012122466374641855,6,29,1.0599408477960266e-08,1.1997079739769872e-09,3.1055926650782906e-07,0.09695051581066266
58764,0.0006120754044222832,18,15,6.336762413054608e-10,2.3656357321948413e-10,0.0,0.11494225140437316
58820,0.00031509930000142876,24,28,1.285730606400155e-06,5.999979804886042e-07,2.5950655432062784e-05,0.018009004502251125
59033,0.0003994203338985573,5,9,3.2834570009454724e-09,3.1658332792037204e-10,1.2518771898461744e-07,0.10065908989691534
59066,0.0005751844483676223,29,29,1.3257822777382198e-18,2.71421150384308e-18,0.0,0.014507253626813406
59135,0.00016893047174220942,13,34,0.005855582887047651,0.0018556873039694203,0.0006478538627084794,0.0834932536894629
59227,8.64439217488278e-05,0,0,-0.0,-3.069863457478108e-19,0.0,0.0
59392,0.0005751844483676219,3,3,2.9599012336053576e-20,3.016259816839042e-19,0.0,0.0015007503751875938
59492,0.0003188254022105983,6,7,1.0411915139873372e-20,1.1689907083334414e-20,0.0,0.0030015007503751876
59550,0.00031563249436973215,45,60,0.009128429474825839,0.007905350052197354,0.0003122789518704868,0.0839226208968095
59563,0.0002565959652906398,19,17,9.329310163309471e-09,3.669198052814017e-09,4.151299570250876e-07,0.11504794542865303
59590,0.0006942413261479979,14,13,2.97660818731216e-09,2.0832646457646804e-08,0.0002550073835716703,0.11263133442189963
